i100059	11955770-n	11976239-n
i10006	01821078-s	01826582-s
i100060	11955896-n	11976365-n
i100061	11956208-n	11976677-n
i100062	11956348-n	11976817-n
i100063	11956671-n	11977140-n
i100064	11956850-n	11977319-n
i100065	11957162-n	11977631-n
i100066	11957317-n	11977786-n
i100067	11957514-n	11977983-n
i100068	11957678-n	11978147-n
i100069	11957912-n	11978381-n
i10007	01821266-a	01826770-a
i100070	11958080-n	11978549-n
i100071	11958316-n	11978785-n
i100072	11958499-n	11978968-n
i100073	11958742-n	11979211-n
i100074	11958888-n	11979357-n
i100075	11959104-n	11979573-n
i100076	11959259-n	11979728-n
i100077	11959489-n	11979958-n
i100078	11959632-n	11980101-n
i100079	11959862-n	11980331-n
i10008	01821690-s	01827194-s
i100080	11960084-n	11980553-n
i100081	11960245-n	11980714-n
i100082	11960540-n	11981009-n
i100083	11960673-n	11981142-n
i100084	11960943-n	11981412-n
i100085	11961100-n	11981569-n
i100086	11961266-n	11981735-n
i100087	11961446-n	11981915-n
i100088	11961686-n	11982155-n
i100089	11961871-n	11982340-n
i10009	01821920-s	01827424-s
i100090	11962108-n	11982577-n
i100091	11962272-n	11982741-n
i100092	11962500-n	11982969-n
i100093	11962667-n	11983136-n
i100094	11962853-n	11983322-n
i100095	11962994-n	11983463-n
i100096	11963158-n	11983627-n
i100097	11963305-n	11983774-n
i100098	11963572-n	11984041-n
i100099	11963755-n	11984224-n
i1001	00185160-s	00186460-s
i10010	01822153-s	01827657-s
i100100	11963932-n	11984401-n
i100101	11964269-n	11984738-n
i100102	11964446-n	11984915-n
i100103	11964688-n	11985157-n
i100104	11964848-n	11985317-n
i100105	11965054-n	11985523-n
i100106	11965218-n	11985687-n
i100107	11965378-n	11985847-n
i100108	11965627-n	11986096-n
i100109	11965962-n	11986431-n
i10011	01822411-s	01827915-s
i100110	11966083-n	11986552-n
i100111	11966215-n	11986684-n
i100112	11966385-n	11986854-n
i100113	11966617-n	11987086-n
i100114	11966896-n	11987365-n
i100115	11967142-n	11987611-n
i100116	11967315-n	11987784-n
i100117	11967572-n	11988041-n
i100118	11967744-n	11988213-n
i100119	11967878-n	11988347-n
i10012	01822563-s	01828067-s
i100120	11968104-n	11988573-n
i100121	11968335-n	11988804-n
i100122	11968519-n	11988988-n
i100123	11968704-n	11989173-n
i100124	11968931-n	11989400-n
i100125	11969166-n	11989635-n
i100126	11969410-n	11989879-n
i100127	11969607-n	11990076-n
i100128	11969806-n	11990275-n
i100129	11969977-n	11990446-n
i10013	01822933-s	01828419-s
i100130	11970101-n	11990570-n
i100131	11970298-n	11990767-n
i100132	11970429-n	11990898-n
i100133	11970586-n	11991055-n
i100134	11970846-n	11991315-n
i100135	11971094-n	11991563-n
i100136	11971248-n	11991717-n
i100137	11971406-n	11991875-n
i100138	11971600-n	11992069-n
i100139	11971783-n	11992252-n
i10014	01823092-a	01828578-a
i100140	11971927-n	11992396-n
i100141	11972141-n	11992610-n
i100142	11972291-n	11992760-n
i100143	11972569-n	11993038-n
i100144	11972759-n	11993228-n
i100145	11972959-n	11993428-n
i100146	11973159-n	11993628-n
i100147	11973341-n	11993810-n
i100148	11973634-n	11994103-n
i100149	11973749-n	11994218-n
i10015	01823475-s	01828961-s
i100150	11973888-n	11994357-n
i100151	11974126-n	11994595-n
i100152	11974373-n	11994842-n
i100153	11974557-n	11995026-n
i100154	11974888-n	11995357-n
i100155	11975100-n	11995569-n
i100156	11975254-n	11995723-n
i100157	11975482-n	11995951-n
i100158	11975658-n	11996127-n
i100159	11975853-n	11996322-n
i10016	01823574-s	01829060-s
i100160	11976170-n	11996639-n
i100161	11976314-n	11996783-n
i100162	11976511-n	11996980-n
i100163	11976715-n	11997184-n
i100164	11976933-n	11997402-n
i100165	11977125-n	11997594-n
i100166	11977303-n	11997772-n
i100167	11977512-n	11997981-n
i100168	11977660-n	11998129-n
i100169	11977887-n	11998356-n
i10017	01823948-s	01829434-s
i100170	11978035-n	11998504-n
i100171	11978233-n	11998702-n
i100172	11978551-n	11999020-n
i100173	11978713-n	11999182-n
i100174	11978961-n	11999430-n
i100175	11979187-n	11999656-n
i100176	11979354-n	11999823-n
i100177	11979527-n	11999996-n
i100178	11979715-n	12000184-n
i100179	11979964-n	12000433-n
i10018	01824081-s	01829567-s
i100180	11980088-n	12000557-n
i100181	11980318-n	12000787-n
i100182	11980577-n	12001046-n
i100183	11980682-n	12001151-n
i100184	11980867-n	12001336-n
i100185	11981192-n	12001661-n
i100186	11981314-n	12001783-n
i100187	11981475-n	12001944-n
i100188	11981817-n	12002286-n
i100189	11982115-n	12002584-n
i10019	01824244-a	01829730-a
i100190	11982342-n	12002811-n
i100191	11982545-n	12003014-n
i100192	11982724-n	12003193-n
i100193	11982939-n	12003408-n
i100194	11983160-n	12003629-n
i100195	11983375-n	12003844-n
i100196	11983606-n	12004075-n
i100197	11983739-n	12004208-n
i100198	11983910-n	12004379-n
i100199	11984144-n	12004613-n
i1002	00185363-s	00186663-s
i10020	01824563-s	01830049-s
i100200	11984397-n	12004866-n
i100201	11984542-n	12005011-n
i100202	11984659-n	12005128-n
i100203	11984854-n	12005323-n
i100204	11985053-n	12005522-n
i100205	11985321-n	12005790-n
i100206	11985586-n	12006055-n
i100207	11985739-n	12006208-n
i100208	11985903-n	12006372-n
i100209	11986091-n	12006560-n
i10021	01824653-s	01830139-s
i100210	11986306-n	12006775-n
i100211	11986511-n	12006980-n
i100212	11986729-n	12007198-n
i100213	11986900-n	12007369-n
i100214	11987126-n	12007595-n
i100215	11987349-n	12007818-n
i100216	11987511-n	12007980-n
i100217	11987722-n	12008191-n
i100218	11987956-n	12008425-n
i100219	11988132-n	12008601-n
i10022	01824751-a	01830237-a
i100220	11988419-n	12008888-n
i100221	11988596-n	12009065-n
i100222	11988774-n	12009243-n
i100223	11988893-n	12009362-n
i100224	11989087-n	12009556-n
i100225	11989266-n	12009735-n
i100226	11989393-n	12009862-n
i100227	11989636-n	12010105-n
i100228	11989869-n	12010338-n
i100229	11990167-n	12010636-n
i10023	01825080-s	01830798-s
i100230	11990313-n	12010782-n
i100231	11990627-n	12011096-n
i100232	11990804-n	12011273-n
i100233	11990920-n	12011389-n
i100234	11991080-n	12011549-n
i100235	11991263-n	12011732-n
i100236	11991549-n	12012018-n
i100237	11991777-n	12012246-n
i100238	11991993-n	12012462-n
i100239	11992166-n	12012635-n
i10024	01825310-s	01831028-s
i100240	11992340-n	12012809-n
i100241	11992479-n	12012948-n
i100242	11992674-n	12013143-n
i100243	11992806-n	12013275-n
i100244	11993007-n	12013476-n
i100245	11993203-n	12013672-n
i100246	11993444-n	12013913-n
i100247	11993675-n	12014144-n
i100248	11993932-n	12014401-n
i100249	11994150-n	12014619-n
i10025	01825419-a	01831137-a
i100250	11994336-n	12014805-n
i100251	11994527-n	12014996-n
i100252	11994718-n	12015187-n
i100253	11994827-n	12015296-n
i100254	11995092-n	12015561-n
i100255	11995396-n	12015865-n
i100256	11995683-n	12016152-n
i100257	11995840-n	12016309-n
i100258	11996092-n	12016561-n
i100259	11996251-n	12016720-n
i10026	01825550-a	01831268-a
i100260	11996490-n	12016959-n
i100261	11996677-n	12017146-n
i100262	11996792-n	12017261-n
i100263	11997032-n	12017501-n
i100264	11997160-n	12017629-n
i100265	11997409-n	12017878-n
i100266	11997775-n	12018244-n
i100267	11997969-n	12018438-n
i100268	11998317-n	12018786-n
i100269	11998492-n	12018961-n
i10027	01825671-a	01831389-a
i100270	11998648-n	12019117-n
i100271	11998888-n	12019357-n
i100272	11999140-n	12019609-n
i100273	11999278-n	12019747-n
i100274	11999455-n	12019924-n
i100275	11999656-n	12020125-n
i100276	11999958-n	12020427-n
i100277	12000191-n	12020660-n
i100278	12000356-n	12020825-n
i100279	12000609-n	12021078-n
i10028	01826186-s	01831904-s
i100280	12000851-n	12021320-n
i100281	12001077-n	12021546-n
i100282	12001294-n	12021763-n
i100283	12001565-n	12022034-n
i100284	12001707-n	12022176-n
i100285	12001924-n	12022393-n
i100286	12002197-n	12022666-n
i100287	12002428-n	12022897-n
i100288	12002651-n	12023120-n
i100289	12002826-n	12023295-n
i10029	01826327-s	01832045-s
i100290	12002957-n	12023426-n
i100291	12003167-n	12023636-n
i100292	12003407-n	12023876-n
i100293	12003696-n	12024165-n
i100294	12003814-n	12024283-n
i100295	12004120-n	12024589-n
i100296	12004310-n	12024779-n
i100297	12004547-n	12025016-n
i100298	12004686-n	12025155-n
i100299	12004987-n	12025456-n
i1003	00185509-s	00186809-s
i10030	01826477-s	01832195-s
i100300	12005148-n	12025617-n
i100301	12005329-n	12025798-n
i100302	12005500-n	12025969-n
i100303	12005656-n	12026125-n
i100304	12005869-n	12026338-n
i100305	12006081-n	12026550-n
i100306	12006306-n	12026775-n
i100307	12006503-n	12026972-n
i100308	12006766-n	12027235-n
i100309	12006930-n	12027399-n
i10031	01826575-s	01832293-s
i100310	12007196-n	12027665-n
i100311	12007406-n	12027875-n
i100312	12007560-n	12028029-n
i100313	12007766-n	12028235-n
i100314	12008017-n	12028486-n
i100315	12008252-n	12028721-n
i100316	12008487-n	12028956-n
i100317	12008749-n	12029218-n
i100318	12009047-n	12029516-n
i100319	12009250-n	12029719-n
i10032	01826828-s	01832546-s
i100320	12009420-n	12029889-n
i100321	12009616-n	12030085-n
i100322	12009792-n	12030261-n
i100323	12010021-n	12030490-n
i100324	12010188-n	12030657-n
i100325	12010458-n	12030927-n
i100326	12010628-n	12031097-n
i100327	12010815-n	12031284-n
i100328	12011067-n	12031536-n
i100329	12011370-n	12031839-n
i10033	01826979-s	01832697-s
i100330	12011620-n	12032089-n
i100331	12011838-n	12032307-n
i100332	12012111-n	12032580-n
i100333	12012253-n	12032722-n
i100334	12012510-n	12032979-n
i100335	12012755-n	12033224-n
i100336	12012897-n	12033366-n
i100337	12013035-n	12033504-n
i100338	12013323-n	12033792-n
i100339	12013511-n	12033980-n
i10034	01827161-s	01832879-s
i100340	12013701-n	12034170-n
i100341	12013811-n	12034280-n
i100342	12014085-n	12034554-n
i100343	12014355-n	12034824-n
i100344	12014524-n	12034993-n
i100345	12014739-n	12035208-n
i100346	12014923-n	12035392-n
i100347	12015076-n	12035545-n
i100348	12015221-n	12035690-n
i100349	12015384-n	12035853-n
i10035	01827261-s	
i100350	12015525-n	12035994-n
i100351	12015840-n	12036309-n
i100352	12015959-n	12036428-n
i100353	12016434-n	12036903-n
i100354	12016567-n	12037036-n
i100355	12016777-n	12037246-n
i100356	12016914-n	12037383-n
i100357	12017127-n	12037596-n
i100358	12017326-n	12037795-n
i100359	12017511-n	12037980-n
i10036	01827432-s	01833150-s
i100360	12017664-n	12038133-n
i100361	12017853-n	12038322-n
i100362	12018014-n	12038483-n
i100363	12018100-n	12038569-n
i100364	12018188-n	12038657-n
i100365	12018271-n	12038740-n
i100366	12018363-n	12038832-n
i100367	12018447-n	12038916-n
i100368	12018530-n	12038999-n
i100369	12018640-n	12039109-n
i10037	01827535-a	01833253-a
i100370	12018760-n	12039229-n
i100371	12019035-n	12039504-n
i100372	12019190-n	12039659-n
i100373	12019375-n	12039844-n
i100374	12019675-n	12040144-n
i100375	12019827-n	12040296-n
i100376	12020048-n	12040517-n
i100377	12020184-n	12040653-n
i100378	12020388-n	12040857-n
i100379	12020507-n	12040976-n
i10038	01827766-s	01833484-s
i100380	12020736-n	12041205-n
i100381	12020941-n	12041410-n
i100382	12021120-n	12041589-n
i100383	12021499-n	12041968-n
i100384	12021882-n	12042351-n
i100385	12022054-n	12042523-n
i100386	12022382-n	12042851-n
i100387	12022719-n	12043188-n
i100388	12022821-n	12043290-n
i100389	12023108-n	12043577-n
i10039	01827946-s	01833664-s
i100390	12023407-n	12043876-n
i100391	12023726-n	12044195-n
i100392	12023996-n	12044465-n
i100393	12024176-n	12044645-n
i100394	12024445-n	12044914-n
i100395	12024690-n	12045159-n
i100396	12024805-n	12045274-n
i100397	12025019-n	12045488-n
i100398	12025220-n	12045689-n
i100399	12025507-n	12045976-n
i1004	00185607-s	00186907-s
i10040	01828130-s	01833848-s
i100400	12025849-n	12046318-n
i100401	12026018-n	12046487-n
i100402	12026306-n	12046775-n
i100403	12026476-n	12046945-n
i100404	12026764-n	12047233-n
i100405	12026981-n	12047450-n
i100406	12027222-n	12047691-n
i100407	12027538-n	12048007-n
i100408	12027658-n	12048127-n
i100409	12027864-n	12048333-n
i10041	01828242-s	01833960-s
i100410	12028012-n	12048481-n
i100411	12028196-n	12048665-n
i100412	12028424-n	12048893-n
i100413	12028818-n	12049287-n
i100414	12029039-n	12049508-n
i100415	12029326-n	12049795-n
i100416	12029635-n	12050104-n
i100417	12029929-n	12050398-n
i100418	12030092-n	12050561-n
i100419	12030265-n	12050734-n
i10042	01828391-a	01834109-a
i100420	12030479-n	12050948-n
i100421	12030654-n	12051123-n
i100422	12030908-n	12051377-n
i100423	12031139-n	12051608-n
i100424	12031388-n	12051857-n
i100425	12031547-n	12052016-n
i100426	12031739-n	12052208-n
i100427	12031927-n	12052396-n
i100428	12032215-n	12052684-n
i100429	12032429-n	12052898-n
i10043	01828706-s	01834424-s
i100430	12032686-n	12053155-n
i100431	12032939-n	12053408-n
i100432	12033139-n	12053608-n
i100433	12033310-n	12053779-n
i100434	12033504-n	12053973-n
i100435	12033709-n	12054178-n
i100436	12033939-n	12054408-n
i100437	12034141-n	12054610-n
i100438	12034384-n	12054853-n
i100439	12034594-n	12055063-n
i10044	01828836-s	01834554-s
i100440	12034828-n	12055297-n
i100441	12035064-n	12055533-n
i100442	12035213-n	12055682-n
i100443	12035423-n	12055892-n
i100444	12035631-n	12056100-n
i100445	12035907-n	12056376-n
i100446	12036067-n	12056536-n
i100447	12036226-n	12056695-n
i100448	12036368-n	12056837-n
i100449	12036533-n	12057002-n
i10045	01828987-s	01834705-s
i100450	12036781-n	12057250-n
i100451	12036939-n	12057408-n
i100452	12037328-n	12057797-n
i100453	12037499-n	12057968-n
i100454	12037691-n	12058160-n
i100455	12037864-n	12058333-n
i100456	12038038-n	12058507-n
i100457	12038208-n	12058677-n
i100458	12038406-n	12058875-n
i100459	12038585-n	12059054-n
i10046	01829149-s	01834867-s
i100460	12038760-n	12059229-n
i100461	12038898-n	12059367-n
i100462	12039122-n	12059591-n
i100463	12039317-n	12059786-n
i100464	12039524-n	12059993-n
i100465	12039743-n	12060212-n
i100466	12041446-n	12061915-n
i100467	12043248-n	12063717-n
i100468	12043444-n	12063913-n
i100469	12043673-n	12064142-n
i10047	01829254-s	01834972-s
i100470	12043836-n	12064305-n
i100471	12044041-n	12064510-n
i100472	12044269-n	12064738-n
i100473	12044467-n	12064936-n
i100474	12044571-n	12065040-n
i100475	12044784-n	12065253-n
i100476	12045004-n	12065473-n
i100477	12045157-n	12065626-n
i100478	12045352-n	12065821-n
i100479	12045514-n	12065983-n
i10048	01829369-s	01835087-s
i100480	12045695-n	12066164-n
i100481	12045860-n	12066329-n
i100482	12046028-n	12066497-n
i100483	12046251-n	12066720-n
i100484	12046428-n	12066897-n
i100485	12046620-n	12067089-n
i100486	12046815-n	12067284-n
i100487	12047060-n	12067529-n
i100488	12047173-n	12067642-n
i100489	12047345-n	12067814-n
i10049	01829505-a	01835223-a
i100490	12047586-n	12068055-n
i100491	12047884-n	12068353-n
i100492	12048056-n	12068525-n
i100493	12048231-n	12068700-n
i100494	12048399-n	12068868-n
i100495	12048537-n	12069006-n
i100496	12048772-n	12069241-n
i100497	12048928-n	12069397-n
i100498	12049134-n	12069603-n
i100499	12049282-n	12069751-n
i1005	00185759-s	00187059-s
i10050	01829652-a	01835370-a
i100500	12049412-n	12069881-n
i100501	12049562-n	12070031-n
i100502	12049796-n	12070265-n
i100503	12050014-n	12070483-n
i100504	12050295-n	12070764-n
i100505	12050533-n	12071002-n
i100506	12050766-n	12071235-n
i100507	12050959-n	12071428-n
i100508	12051103-n	12071572-n
i100509	12051285-n	12071754-n
i10051	01829835-s	01835553-s
i100510	12051514-n	12071983-n
i100511	12051792-n	12072261-n
i100512	12052053-n	12072522-n
i100513	12052267-n	12072736-n
i100514	12052447-n	12072916-n
i100515	12052630-n	12073099-n
i100516	12052787-n	12073256-n
i100517	12053138-n	12073607-n
i100518	12053405-n	12073874-n
i100519	12053690-n	12074159-n
i10052	01829980-a	01835698-a
i100520	12053962-n	12074431-n
i100521	12054195-n	12074664-n
i100522	12054499-n	12074968-n
i100523	12054678-n	12075147-n
i100524	12054902-n	12075371-n
i100525	12055073-n	12075542-n
i100526	12055317-n	12075786-n
i100527	12055516-n	12075985-n
i100528	12055839-n	12076308-n
i100529	12056099-n	12076568-n
i10053	01830134-a	01835852-a
i100530	12056217-n	12076686-n
i100531	12056601-n	12077102-n
i100532	12056758-n	12077259-n
i100533	12056990-n	12077491-n
i100534	12057211-n	12077712-n
i100535	12057447-n	12077948-n
i100536	12057660-n	12078161-n
i100537	12057895-n	12078396-n
i100538	12058192-n	12078693-n
i100539	12058429-n	12078930-n
i10054	01830403-s	01836121-s
i100540	12058630-n	12079131-n
i100541	12058822-n	12079323-n
i100542	12059090-n	12079591-n
i100543	12059314-n	12079815-n
i100544	12059479-n	12079980-n
i100545	12059625-n	12080126-n
i100546	12059851-n	12080352-n
i100547	12060118-n	12080619-n
i100548	12060380-n	12080881-n
i100549	12060546-n	12081047-n
i10055	01830599-s	01836317-s
i100550	12060816-n	12081317-n
i100551	12061104-n	12081605-n
i100552	12061380-n	12081881-n
i100553	12061614-n	12082115-n
i100554	12061849-n	12082350-n
i100555	12062105-n	12082606-n
i100556	12062227-n	12082728-n
i100557	12062468-n	12082969-n
i100558	12062626-n	12083127-n
i100559	12062781-n	12083282-n
i10056	01830703-s	01836421-s
i100560	12063066-n	12083567-n
i100561	12063211-n	12083712-n
i100562	12063414-n	12083915-n
i100563	12063639-n	12084140-n
i100564	12063887-n	12084388-n
i100565	12064183-n	12084684-n
i100566	12064389-n	12084890-n
i100567	12064591-n	12085092-n
i100568	12064814-n	12085315-n
i100569	12064996-n	12085497-n
i10057	01830871-a	01836589-a
i100570	12065316-n	12085817-n
i100571	12065649-n	12086150-n
i100572	12065777-n	12086278-n
i100573	12066018-n	12086519-n
i100574	12066261-n	12086762-n
i100575	12066451-n	12086952-n
i100576	12066630-n	12087131-n
i100577	12066821-n	12087322-n
i100578	12067029-n	12087530-n
i100579	12067193-n	12087694-n
i10058	01830946-a	01836664-a
i100580	12067433-n	12087934-n
i100581	12067672-n	12088173-n
i100582	12067817-n	12088318-n
i100583	12068138-n	12088639-n
i100584	12068432-n	12088933-n
i100585	12068615-n	12089116-n
i100586	12068824-n	12089325-n
i100587	12069009-n	12089510-n
i100588	12069217-n	12089718-n
i100589	12069488-n	12089989-n
i10059	01831203-s	01836921-s
i100590	12069679-n	12090180-n
i100591	12069821-n	12090322-n
i100592	12070016-n	12090517-n
i100593	12070177-n	12090678-n
i100594	12070381-n	12090882-n
i100595	12070583-n	12091084-n
i100596	12070712-n	12091213-n
i100597	12070950-n	12091451-n
i100598	12071259-n	12091760-n
i100599	12071477-n	12091978-n
i1006	00185921-a	00187221-a
i10060	01831346-a	01837064-a
i100600	12071744-n	12092245-n
i100601	12071965-n	12092466-n
i100602	12072210-n	12092711-n
i100603	12072419-n	12092920-n
i100604	12072722-n	12093223-n
i100605	12073007-n	12093508-n
i100606	12073217-n	12093718-n
i100607	12073410-n	12093911-n
i100608	12073554-n	12094055-n
i100609	12073744-n	12094245-n
i10061	01831473-a	01837191-a
i100610	12073991-n	12094492-n
i100611	12074205-n	12094706-n
i100612	12074408-n	12094909-n
i100613	12074678-n	12095179-n
i100614	12074867-n	12095368-n
i100615	12075010-n	12095511-n
i100616	12075151-n	12095652-n
i100617	12075299-n	12095800-n
i100618	12075495-n	12095996-n
i100619	12075830-n	12096331-n
i10062	01831679-s	01837397-s
i100620	12076075-n	12096576-n
i100621	12076223-n	12096724-n
i100622	12076381-n	12096882-n
i100623	12076577-n	12097078-n
i100624	12076852-n	12097353-n
i100625	12077062-n	12097563-n
i100626	12077244-n	12097745-n
i100627	12077505-n	12098006-n
i100628	12077732-n	12098233-n
i100629	12077944-n	12098445-n
i10063	01831789-s	01837507-s
i100630	12078172-n	12098673-n
i100631	12078451-n	12098952-n
i100632	12078596-n	12099097-n
i100633	12078747-n	12099248-n
i100634	12078954-n	12099455-n
i100635	12079120-n	12099621-n
i100636	12079352-n	12099853-n
i100637	12079523-n	12100024-n
i100638	12079737-n	12100238-n
i100639	12079963-n	12100464-n
i10064	01831942-s	01837660-s
i100640	12080199-n	12100700-n
i100641	12080395-n	12100896-n
i100642	12080588-n	12101089-n
i100643	12080820-n	12101321-n
i100644	12081022-n	12101523-n
i100645	12081215-n	12101716-n
i100646	12081488-n	12101989-n
i100647	12081649-n	12102150-n
i100648	12081851-n	12102352-n
i100649	12082131-n	12102632-n
i10065	01832108-s	01837826-s
i100650	12082357-n	12102858-n
i100651	12082593-n	12103094-n
i100652	12082764-n	12103265-n
i100653	12082980-n	12103481-n
i100654	12083113-n	12103614-n
i100655	12083339-n	12103840-n
i100656	12083591-n	12104092-n
i100657	12083847-n	12104348-n
i100658	12084158-n	12104659-n
i100659	12084400-n	12104901-n
i10066	01832245-s	01837963-s
i100660	12084555-n	12105072-n
i100661	12084746-n	12105263-n
i100662	12084890-n	12105407-n
i100663	12085117-n	12105634-n
i100664	12085267-n	12105784-n
i100665	12085469-n	12105986-n
i100666	12085664-n	12106181-n
i100667	12085840-n	12106357-n
i100668	12086012-n	12106529-n
i100669	12086192-n	12106709-n
i10067	01832341-s	01838059-s
i100670	12086362-n	12106879-n
i100671	12086539-n	12107056-n
i100672	12086778-n	12107295-n
i100673	12087032-n	12107549-n
i100674	12087207-n	12107724-n
i100675	12087408-n	12107925-n
i100676	12087650-n	12108167-n
i100677	12087807-n	12108324-n
i100678	12087961-n	12108478-n
i100679	12088223-n	12108740-n
i10068	01832491-s	01838209-s
i100680	12088327-n	12108844-n
i100681	12088495-n	12109012-n
i100682	12088768-n	12109285-n
i100683	12088909-n	12109426-n
i100684	12089178-n	12109695-n
i100685	12089320-n	12109837-n
i100686	12089496-n	12110013-n
i100687	12089625-n	12110142-n
i100688	12089846-n	12110363-n
i100689	12090041-n	12110558-n
i10069	01832604-a	01838322-a
i100690	12090318-n	12110835-n
i100691	12090702-n	12111219-n
i100692	12090890-n	12111407-n
i100693	12091213-n	12111730-n
i100694	12091377-n	12111894-n
i100695	12091550-n	12112067-n
i100696	12091697-n	12112214-n
i100697	12091806-n	12112323-n
i100698	12091953-n	12112470-n
i100699	12092127-n	12112644-n
i1007	00186193-s	00187681-s
i10070	01832707-s	01838425-s
i100700	12092262-n	12112779-n
i100701	12092417-n	12112934-n
i100702	12092629-n	12113146-n
i100703	12092766-n	12113283-n
i100704	12092930-n	12113447-n
i100705	12093088-n	12113605-n
i100706	12093329-n	12113846-n
i100707	12093600-n	12114117-n
i100708	12093769-n	12114286-n
i100709	12093885-n	12114402-n
i10071	01832807-s	01838525-s
i100710	12094121-n	12114638-n
i100711	12094244-n	12114761-n
i100712	12094401-n	12114918-n
i100713	12094612-n	12115129-n
i100714	12094786-n	12115303-n
i100715	12095020-n	12115537-n
i100716	12095281-n	12115798-n
i100717	12095412-n	12115929-n
i100718	12095543-n	12116060-n
i100719	12095647-n	12116164-n
i10072	01832945-a	01838663-a
i100720	12095781-n	12116298-n
i100721	12095934-n	12116451-n
i100722	12096089-n	12116606-n
i100723	12096223-n	12116740-n
i100724	12096395-n	12116912-n
i100725	12096563-n	12117080-n
i100726	12096674-n	12117191-n
i100727	12096798-n	12117315-n
i100728	12097013-n	12117530-n
i100729	12097180-n	12117697-n
i10073	01833092-s	01838810-s
i100730	12097396-n	12117913-n
i100731	12097556-n	12118073-n
i100732	12097746-n	12118263-n
i100733	12097927-n	12118444-n
i100734	12098227-n	12118744-n
i100735	12098403-n	12118920-n
i100736	12098524-n	12119041-n
i100737	12098665-n	12119182-n
i100738	12098827-n	12119344-n
i100739	12099031-n	12119548-n
i10074	01833226-a	01838944-a
i100740	12099220-n	12119737-n
i100741	12099342-n	12119859-n
i100742	12099556-n	12120073-n
i100743	12099803-n	12120320-n
i100744	12099972-n	12120489-n
i100745	12100187-n	12120704-n
i100746	12100382-n	12120899-n
i100747	12100538-n	12121055-n
i100748	12101870-n	12122387-n
i100749	12102133-n	12122650-n
i10075	01833401-s	01839119-s
i100750	12103349-n	12123866-n
i100751	12103476-n	12123993-n
i100752	12103680-n	12124197-n
i100753	12103894-n	12124411-n
i100754	12104104-n	12124621-n
i100755	12104238-n	12124755-n
i100756	12104384-n	12124901-n
i100757	12104501-n	12125018-n
i100758	12104614-n	12125131-n
i100759	12104734-n	12125251-n
i10076	01833541-s	01839259-s
i100760	12104943-n	12125460-n
i100761	12105125-n	12125642-n
i100762	12105353-n	12125870-n
i100763	12105578-n	12126095-n
i100764	12105828-n	12126345-n
i100765	12105981-n	12126498-n
i100766	12106134-n	12126651-n
i100767	12106323-n	12126840-n
i100768	12106540-n	12127057-n
i100769	12106786-n	12127303-n
i10077	01833643-a	01839361-a
i100770	12107002-n	12127519-n
i100771	12107191-n	12127708-n
i100772	12107336-n	12127853-n
i100773	12107489-n	12128006-n
i100774	12107710-n	12128227-n
i100775	12107970-n	12128487-n
i100776	12108249-n	12128766-n
i100777	12108432-n	12128949-n
i100778	12108613-n	12129130-n
i100779	12108742-n	12129259-n
i10078	01833791-a	01839509-a
i100780	12108871-n	12129388-n
i100781	12109189-n	12129706-n
i100782	12109365-n	12129882-n
i100783	12109498-n	12130015-n
i100784	12109719-n	12130236-n
