# OpenWN-PT	por	https://github.com/arademaker/wordnet-br	CC by SA 3.0
00059552-n	lemma	manobra
00059769-v	lemma	abortar
00059782-a	lemma	guarnecido
00059854-r	lemma	crescentemente
00059854-r	lemma	progressivamente
00059899-v	lemma	abortar
00059899-v	lemma	malograr-se
00059965-a	lemma	estofado
00059989-n	lemma	evasão
00060185-v	lemma	eclodir
00060201-n	lemma	fuga
00060548-n	lemma	hégira
00060632-r	lemma	anteriormente
00060632-r	lemma	antes
00060632-r	lemma	diante
00060632-r	lemma	previamente
00060833-v	lemma	capar
00060833-v	lemma	castrar
00060939-r	lemma	dantes
00060969-a	lemma	colinérgico
00061079-v	lemma	capar
00061088-a	lemma	Anti-colinérgico
00061088-a	lemma	anticolinérgico
00061171-n	lemma	Surfacing
00061203-r	lemma	após
00061203-r	lemma	atrás
00061203-r	lemma	depois
00061203-r	lemma	logo
00061203-r	lemma	posteriormente
00061203-r	lemma	subsequentemente
00061203-r	lemma	subseqüentemente
00061262-a	lemma	alerta
00061262-a	lemma	animado
00061262-a	lemma	hábil
00061262-a	lemma	ágil
00061290-n	lemma	envio
00061290-n	lemma	expedição
00061528-r	lemma	abruptamente
00061528-r	lemma	precipitadamente
00061528-r	lemma	repentinamente
00061528-r	lemma	subitamente
00061595-v	lemma	esterilizar
00061598-n	lemma	consumação
00061677-r	lemma	subitamente
00061885-a	lemma	astuto
00061885-a	lemma	engenhoso
00061885-a	lemma	genial
00061885-a	lemma	hábil
00061917-n	lemma	realização
00062133-n	lemma	Orgasmo
00062133-n	lemma	orgasmo
00062203-v	lemma	menstruar
00062330-r	lemma	deliberadamente
00062330-r	lemma	expressamente
00062330-r	lemma	intencionalmente
00062330-r	lemma	nomeadamente
00062367-a	lemma	hábil
00062367-a	lemma	jeitoso
00062451-n	lemma	realização
00062582-v	lemma	esterilizar
00062650-r	lemma	acidentalmente
00062650-r	lemma	involuntariamente
00062806-n	lemma	obtenção
00062806-n	lemma	realização
00062857-r	lemma	conformemente
00062857-r	lemma	correspondentemente
00063014-n	lemma	récorde
00063172-r	lemma	alternativamente
00063277-a	lemma	desajeitado
00063291-v	lemma	enervar
00063291-v	lemma	irritar
00063652-n	lemma	sucesso
00063652-n	lemma	triunfo
00063652-n	lemma	êxito
00063916-v	lemma	acalmar
00064083-r	lemma	anatomicamente
00064095-v	lemma	aliviar
00064095-v	lemma	amenizar
00064095-v	lemma	atenuar
00064095-v	lemma	melhorar
00064189-r	lemma	cegamente
00064464-r	lemma	cronologicamente
00064479-a	lemma	favorável
00064479-a	lemma	profícuo
00064479-a	lemma	propício
00064479-a	lemma	vantajoso
00064487-v	lemma	massagear
00064504-n	lemma	estrondo
00064504-n	lemma	sensação
00064504-n	lemma	sucesso
00064583-r	lemma	clinicamente
00064643-v	lemma	doer
00064643-v	lemma	ferir
00064643-v	lemma	machucar
00064787-a	lemma	benéfico
00064787-a	lemma	bom
00064787-a	lemma	vantajoso
00064889-v	lemma	indispor
00064946-r	lemma	entretanto
00064946-r	lemma	provisoriamente
00065064-a	lemma	positiva
00065070-v	lemma	doer
00065070-v	lemma	sofrer
00065216-n	lemma	conquista
00065294-r	lemma	duas
00065370-v	lemma	padecer
00065370-v	lemma	sofrer de
00065370-v	lemma	ter
00065488-a	lemma	desfavorável
00065488-a	lemma	desvantajoso
00065495-v	lemma	estar bem
00065495-v	lemma	sentir-se bem
00065575-r	lemma	extensamente
00065639-v	lemma	contrair
00065639-v	lemma	sofrer
00065639-v	lemma	ter
00065791-a	lemma	aventureiro
00065822-r	lemma	finalmente
00065855-n	lemma	crédito
00065963-r	lemma	último
00066025-v	lemma	choramingar
00066025-v	lemma	gemer
00066146-a	lemma	arriscado
00066146-a	lemma	arriscador
00066146-a	lemma	audacioso
00066146-a	lemma	audaz
00066146-a	lemma	destemido
00066146-a	lemma	ousado
00066191-v	lemma	choramingar
00066191-v	lemma	chorar
00066191-v	lemma	derramar lágrimas
00066216-n	lemma	falha
00066216-n	lemma	insucesso
00066418-r	lemma	acusadoramente
00066636-n	lemma	erro
